102	0	2	1	1	2	8.0251	114	106	55	26	0	0	3	1	872.35	0.23	0.54
102	0	2	1	1	4	14.032	132	116	47	40	0	1	2	0	1300.9	0.31	0.4
102	0	2	1	1	6	21.023	107	120	52	46	0	1	2	0	1060.1	0.25	0.32
102	0	2	1	1	8	34.021	133	126	13	22	0	1	1	0	1079	0.71	0.59
102	0	2	1	1	10	42.03	118	136	42	48	0	1	2	0	1181.7	0.39	0.31
102	0	2	1	1	12	51.023	140	154	9	15	1	1	1	1	783.67	0.77	0.7
102	0	2	1	1	14	58.031	116	144	40	39	1	0	2	0	784.89	0.4	0.41
102	0	2	1	1	16	70.028	147	123	11	18	1	1	1	1	859.96	0.71	0.61
102	0	2	1	1	18	82.025	155	107	54	52	1	0	2	0	1475	0.23	0.25
102	0	2	1	1	20	91.018	159	132	41	47	1	0	2	0	1110.8	0.39	0.31
102	0	2	1	1	22	99.027	160	137	44	49	0	0	2	1	898.39	0.32	0.27
102	0	2	1	1	24	111.02	123	142	18	14	0	0	1	1	1108.5	0.61	0.7
102	0	2	1	1	26	121.02	142	135	14	21	1	1	1	1	778.13	0.7	0.59
102	0	2	1	1	28	128.03	142	110	14	20	1	1	1	1	790.6	0.7	0.6
102	0	2	1	1	30	136.02	143	102	23	58	1	1	3	1	932.45	0.59	0.11
102	0	2	1	1	32	143.03	141	103	24	36	1	0	4	0	1091.2	0.57	0.43
102	0	2	1	1	34	151.02	124	126	10	22	0	1	1	0	839.27	0.72	0.59
102	0	2	1	1	36	168.02	110	126	20	22	0	1	1	0	847.69	0.6	0.59
102	0	2	1	1	38	179.02	118	116	42	40	0	1	2	0	821.27	0.39	0.4
102	0	2	1	1	40	188.03	127	116	45	40	0	1	2	0	856.71	0.32	0.4
102	0	2	1	1	42	197.02	118	120	42	46	0	1	2	0	919.9	0.39	0.32
102	0	2	1	1	44	207.03	112	131	57	25	0	0	4	1	809.16	0.16	0.56
102	0	2	1	1	46	223.02	156	133	19	13	1	0	1	0	1036.6	0.6	0.71
102	0	2	1	1	48	230.02	120	132	46	47	1	1	2	1	981.58	0.32	0.31
102	0	2	1	1	50	243.02	131	103	25	36	1	1	4	1	933.04	0.56	0.43
102	0	2	1	1	52	251.03	151	139	12	17	0	1	1	0	1283.2	0.71	0.66
102	0	2	1	1	54	260.02	117	155	53	54	0	0	2	1	964.01	0.24	0.23
102	0	2	1	1	56	269.02	154	139	15	17	0	1	1	0	835.99	0.7	0.66
102	0	2	1	1	58	280.03	118	129	42	43	0	1	2	0	1085.4	0.39	0.38
102	0	2	1	1	60	296.03	153	156	7	19	0	1	1	0	834.92	0.79	0.6
102	0	2	1	1	62	303.02	133	150	13	16	0	0	1	1	1336.6	0.71	0.69
102	0	2	1	1	64	317.02	107	129	52	43	0	0	2	1	1198.2	0.25	0.38
102	0	2	1	1	66	330.02	123	156	18	19	0	1	1	0	1149.7	0.61	0.6
102	0	2	1	1	68	338.03	144	155	39	54	0	1	2	0	802.34	0.41	0.23
102	0	2	1	1	70	346.02	143	114	23	55	1	1	3	1	865.48	0.59	0.23
102	0	2	1	1	72	354.03	136	122	48	50	1	1	2	1	1159.4	0.31	0.27
102	0	2	1	1	74	362.02	148	160	51	44	1	0	2	0	716.23	0.25	0.32
102	0	2	1	1	76	370.03	120	122	46	50	1	1	2	1	1212.6	0.32	0.27
102	0	2	1	1	78	378.02	150	153	16	7	1	1	1	1	746.94	0.69	0.79
102	0	2	1	1	80	386.03	152	135	8	21	1	1	1	1	557.12	0.78	0.59
102	0	2	1	2	2	8.0083	109	105	56	5	0	0	4	1	925.72	0.17	0.82
102	0	2	1	2	4	14.015	107	116	52	40	0	1	2	0	994.29	0.25	0.4
102	0	2	1	2	6	21.006	151	150	12	16	0	1	1	0	1023.5	0.71	0.69
102	0	2	1	2	8	34.021	139	123	17	18	1	1	1	1	755.71	0.66	0.61
102	0	2	1	2	10	42.013	153	147	7	11	0	1	1	0	616.28	0.79	0.71
102	0	2	1	2	12	51.006	122	148	50	51	0	1	2	0	690.83	0.27	0.25
102	0	2	1	2	14	58.014	135	126	21	22	0	0	1	1	737.04	0.59	0.59
102	0	2	1	2	16	70.011	148	117	51	53	1	0	2	0	1352.1	0.25	0.24
102	0	2	1	2	18	82.008	123	126	18	22	0	0	1	1	887.14	0.61	0.59
102	0	2	1	2	20	91.018	153	152	7	8	0	0	1	1	1046.2	0.79	0.78
102	0	2	1	2	22	99.01	140	151	9	12	1	1	1	1	704.29	0.77	0.71
102	0	2	1	2	24	111.01	155	132	54	47	1	1	2	1	1285.7	0.23	0.31
102	0	2	1	2	26	121.02	137	127	49	45	1	0	2	0	1231.1	0.27	0.32
102	0	2	1	2	28	128.01	159	122	41	50	1	1	2	1	776.55	0.39	0.27
102	0	2	1	2	30	136.02	147	110	11	20	1	1	1	1	856.71	0.71	0.6
102	0	2	1	2	32	143.01	127	155	45	54	0	1	2	0	863.36	0.32	0.23
102	0	2	1	2	34	151.02	135	150	21	16	0	0	1	1	898.59	0.59	0.69
102	0	2	1	2	36	168.02	114	113	55	3	0	0	3	1	760.7	0.23	0.84
102	0	2	1	2	38	179.02	112	141	57	24	0	0	4	1	858.06	0.16	0.57
102	0	2	1	2	40	188.01	136	107	48	52	1	1	2	1	1000.1	0.31	0.25
102	0	2	1	2	42	197.02	148	144	51	39	1	0	2	0	652.92	0.25	0.41
102	0	2	1	2	44	207.01	127	129	45	43	0	0	2	1	885.1	0.32	0.38
102	0	2	1	2	46	223.02	124	156	10	19	0	1	1	0	747.1	0.72	0.6
102	0	2	1	2	48	230.01	113	102	3	58	1	1	3	1	675.05	0.84	0.11
102	0	2	1	2	50	243.02	150	123	16	18	1	0	1	0	1149.8	0.69	0.61
102	0	2	1	2	52	251.01	139	110	17	20	1	0	1	0	1145.5	0.66	0.6
102	0	2	1	2	54	260.01	122	155	50	54	0	1	2	0	1073.7	0.27	0.23
102	0	2	1	2	56	269.02	133	147	13	11	0	0	1	1	906.51	0.71	0.71
102	0	2	1	2	58	280.01	152	154	8	15	1	0	1	0	1116.4	0.78	0.7
102	0	2	1	2	60	296.01	142	153	14	7	1	1	1	1	1259.7	0.7	0.79
102	0	2	1	2	62	303.02	117	137	53	49	0	0	2	1	1148.4	0.24	0.27
102	0	2	1	2	64	317.02	136	117	48	53	1	1	2	1	1257.5	0.31	0.24
102	0	2	1	2	66	330.02	117	116	53	40	0	1	2	0	972.77	0.24	0.4
102	0	2	1	2	68	338.01	114	115	55	6	0	0	3	1	1249.6	0.23	0.81
102	0	2	1	2	70	346.02	127	148	45	51	0	1	2	0	992.31	0.32	0.25
102	0	2	1	2	72	354.01	102	106	58	26	0	0	3	1	717.84	0.11	0.54
102	0	2	1	2	74	362.02	105	103	5	36	1	1	4	1	753.03	0.82	0.43
102	0	2	1	2	76	370.01	160	159	44	41	0	0	2	1	771.1	0.32	0.39
102	0	2	1	2	78	378.01	159	144	41	39	1	0	2	0	822.93	0.39	0.41
102	0	2	1	2	80	386.01	152	133	8	13	1	1	1	1	880.59	0.78	0.71
102	0	2	2	1	2	8.0252	142	135	14	21	1	1	1	1	604.3	0.7	0.59
102	0	2	2	1	4	14.015	151	156	12	19	0	1	1	0	554.56	0.71	0.6
102	0	2	2	1	6	21.023	102	113	58	3	0	0	3	1	690.78	0.11	0.84
102	0	2	2	1	8	34.021	153	139	7	17	0	0	1	1	664.78	0.79	0.66
102	0	2	2	1	10	42.013	137	132	49	47	1	1	2	1	919.14	0.27	0.31
102	0	2	2	1	12	51.023	110	147	20	11	0	0	1	1	1134.4	0.6	0.71
102	0	2	2	1	14	58.014	144	159	39	41	0	1	2	0	612.35	0.41	0.39
102	0	2	2	1	16	70.028	148	117	51	53	1	0	2	0	1199.5	0.25	0.24
102	0	2	2	1	18	82.025	120	144	46	39	1	0	2	0	970.75	0.32	0.41
102	0	2	2	1	20	91.018	126	154	22	15	1	0	1	0	595.25	0.59	0.7
102	0	2	2	1	22	99.027	125	145	4	37	1	0	4	0	787.91	0.84	0.42
102	0	2	2	1	24	111.02	124	156	10	19	0	1	1	0	750.46	0.72	0.6
102	0	2	2	1	26	121.02	131	109	25	56	1	1	4	1	746.41	0.56	0.17
102	0	2	2	1	28	128.03	124	126	10	22	0	1	1	0	758.88	0.72	0.59
102	0	2	2	1	30	136.02	151	152	12	8	0	0	1	1	968.27	0.71	0.78
102	0	2	2	1	32	143.03	117	129	53	43	0	0	2	1	1014.5	0.24	0.38
102	0	2	2	1	34	151.02	110	156	20	19	0	1	1	0	1212.6	0.6	0.6
102	0	2	2	1	36	168.02	117	137	53	49	0	0	2	1	748.49	0.24	0.27
102	0	2	2	1	38	179.02	118	137	42	49	0	0	2	1	1262.2	0.39	0.27
102	0	2	2	1	40	188.03	150	123	16	18	1	1	1	1	802.53	0.69	0.61
102	0	2	2	1	42	197.02	120	117	46	53	1	0	2	0	865.73	0.32	0.24
102	0	2	2	1	44	207.01	137	160	49	44	1	1	2	1	1187.9	0.27	0.32
102	0	2	2	1	46	223.02	150	133	16	13	1	1	1	1	1016.2	0.69	0.71
102	0	2	2	1	48	230.02	117	155	53	54	0	0	2	1	1321.2	0.24	0.23
102	0	2	2	1	50	243.02	115	102	6	58	1	1	3	1	676.36	0.81	0.11
102	0	2	2	1	52	251.03	154	140	15	9	0	0	1	1	1127.8	0.7	0.77
102	0	2	2	1	54	260.02	140	133	9	13	1	1	1	1	797.31	0.77	0.71
102	0	2	2	1	56	269.02	136	144	48	39	1	0	2	0	928.08	0.31	0.41
102	0	2	2	1	58	280.03	110	139	20	17	0	0	1	1	536.27	0.6	0.66
102	0	2	2	1	60	296.01	148	107	51	52	1	0	2	0	1135	0.25	0.25
102	0	2	2	1	62	303.02	124	142	10	14	0	0	1	1	1102.4	0.72	0.7
102	0	2	2	1	64	317.02	159	132	41	47	1	0	2	0	817.9	0.39	0.31
102	0	2	2	1	66	330.02	106	114	26	55	1	1	3	1	746.82	0.54	0.23
102	0	2	2	1	68	338.03	114	115	55	6	0	0	3	1	748.21	0.23	0.81
102	0	2	2	1	70	346.02	156	123	19	18	1	0	1	0	1182.6	0.6	0.61
102	0	2	2	1	72	354.03	144	116	39	40	0	1	2	0	722.71	0.41	0.4
102	0	2	2	1	74	362.02	110	150	20	16	0	1	1	0	808.32	0.6	0.69
102	0	2	2	1	76	370.01	147	135	11	21	1	1	1	1	646.4	0.71	0.59
102	0	2	2	1	78	378.02	120	160	46	44	1	1	2	1	625.39	0.32	0.32
102	0	2	2	1	80	386.01	152	153	8	7	1	1	1	1	789.65	0.78	0.79
102	0	2	2	2	2	8.0085	131	112	25	57	1	1	4	1	676.29	0.56	0.16
102	0	2	2	2	4	14.015	118	136	42	48	0	1	2	0	801.1	0.39	0.31
102	0	2	2	2	6	21.006	159	117	41	53	1	0	2	0	920.31	0.39	0.24
102	0	2	2	2	8	34.021	122	116	50	40	0	0	2	1	1012.5	0.27	0.4
102	0	2	2	2	10	42.013	131	103	25	36	1	0	4	0	1041.9	0.56	0.43
102	0	2	2	2	12	51.007	124	152	10	8	0	1	1	0	1161.4	0.72	0.78
102	0	2	2	2	14	58.014	106	146	26	38	1	1	3	1	993.98	0.54	0.41
102	0	2	2	2	16	70.011	147	124	11	10	1	1	1	1	753.94	0.71	0.72
