109 1 1 0 1 0.91605
109 3 2 0 0 0.71511
109 5 2 1 1 0.6991
109 7 2 1 0 0.68993
109 11 2 0 0 0.64735
109 13 1 1 1 0.75038
109 15 2 1 0 0.63345
109 17 1 1 1 0.65772
109 19 2 1 1 1.0365
109 21 2 0 0 0.66135
109 27 2 0 0 0.68855
109 33 1 1 1 1.2943
109 37 1 1 1 1.3772
109 39 2 1 0 0.5858
109 43 1 0 0 0.98819
109 45 2 0 0 0.43355
109 47 1 0 1 0.99184
109 51 1 1 1 0.68582
109 53 2 1 0 0.64793
109 57 1 0 1 1.2187
109 59 2 1 1 0.59662
109 61 1 1 0 0.69433
109 67 1 0 0 0.45276
109 69 2 1 0 0.56066
109 71 2 0 0 0.53964
109 73 2 0 1 0.61396
109 75 2 0 0 0.61544
109 77 2 0 1 0.7347
109 79 2 0 0 0.7586
109 1 1 0 1 0.65253
109 3 1 1 0 0.96328
109 7 1 0 1 0.64564
109 9 1 0 0 0.37156
109 11 1 1 1 1.0026
109 13 2 1 1 0.76231
109 15 1 0 1 0.52741
109 17 1 1 1 0.46712
109 19 2 1 1 0.6884
109 23 2 1 1 1.0126
109 25 1 1 1 0.50241
109 27 1 0 1 0.54298
109 29 2 1 1 0.48781
109 31 1 0 1 0.44979
109 33 1 0 0 1.2613
109 35 1 0 0 0.48041
109 37 2 1 0 0.68041
109 41 1 1 1 0.61033
109 43 2 1 0 0.65137
109 45 1 1 0 0.45677
109 47 2 1 1 0.63837
109 49 2 1 0 0.73608
109 51 2 1 1 0.88906
109 55 2 1 0 1.4039
109 59 2 0 0 0.67067
109 61 2 0 1 0.71216
109 63 2 0 1 0.70754
109 65 1 0 0 0.60347
109 67 2 0 1 0.74604
109 69 1 0 0 0.736
109 71 2 1 0 0.74287
109 73 2 0 0 0.42931
109 77 2 1 1 0.70751
109 79 1 1 1 0.73686
109 1 1 0 1 0.8771
109 3 1 0 1 0.59177
109 5 1 1 1 0.58209
109 7 2 0 0 0.67896
109 11 2 1 1 0.54079
109 13 1 0 1 0.83487
109 15 1 1 1 0.48149
109 19 2 0 0 0.62561
109 21 1 0 1 0.73421
109 23 2 0 0 0.75251
109 25 2 1 1 0.66462
109 27 1 0 1 0.54769
109 29 1 1 1 0.83596
109 33 2 1 0 0.71114
109 35 2 1 1 0.57153
109 37 2 1 1 0.94999
109 39 2 0 0 0.65978
109 41 1 0 0 1.2643
109 43 1 1 1 1.2444
109 45 1 0 1 0.53686
109 47 2 1 1 1.0512
109 49 2 0 1 0.75535
109 53 1 1 1 0.64056
109 55 2 1 1 0.53507
109 57 1 1 1 0.59255
109 59 2 1 1 0.76866
109 61 2 1 1 0.59533
109 63 2 1 0 0.6978
109 65 1 0 1 0.83965
109 67 1 0 1 0.48123
109 69 1 0 1 0.34183
109 71 1 1 1 0.59073
109 75 2 1 1 0.56522
109 77 2 0 0 0.62832
109 1 1 1 0 0.77844
109 5 2 1 0 0.55708
109 9 1 0 1 0.58894
109 11 1 1 0 0.67413
109 13 2 1 0 0.57446
109 15 2 0 1 0.52574
109 17 1 1 1 1.1969
109 21 2 1 1 0.55281
109 23 2 1 1 0.53714
109 25 1 0 1 0.47771
109 27 2 1 1 0.56899
109 29 1 1 1 0.42992
109 31 1 1 1 0.58372
109 33 1 0 1 0.43904
109 35 2 0 0 0.62622
109 37 2 0 1 0.99856
109 39 2 0 1 0.47644
109 41 1 0 0 0.45571
109 43 2 1 1 1.1046
109 45 1 0 1 0.78527
109 47 2 0 1 0.6515
109 49 2 1 0 0.69298
109 51 1 1 0 0.56611
109 55 2 0 0 0.42278
109 57 1 1 1 0.49212
109 59 2 1 0 0.43685
109 61 1 1 0 0.47301
109 63 2 1 1 0.56467
109 65 1 0 1 0.50467
109 67 2 1 1 0.43292
109 71 2 0 0 0.81264
109 73 1 1 1 0.724
109 75 2 0 0 0.64087
109 77 1 1 1 0.46229
109 79 2 0 1 0.39035
